deck_name;opponent;win_rate;record;total_games
Dragapult;Mega Venusaur;65,66;65 - 34 - 1;100
Dragapult;Greninja;64,63;53 - 29 - 3;85
Dragapult;Dragapult Dusknoir;62,32;177 - 107 - 6;290
Dragapult;Rocket's Honchkrow;61,49;99 - 62 - 3;164
Dragapult;Festival Lead;58,92;109 - 76 - 0;185
Dragapult;Ogerpon Meganium;57,72;172 - 126 - 6;304
Dragapult;Lucario Hariyama;56,38;212 - 164 - 4;380
Dragapult;Starmie Froslass;55,69;142 - 113 - 2;257
Dragapult;Okidogi Barbaracle;55,68;103 - 82 - 4;189
Dragapult;Dragapult Blaziken;55,62;203 - 162 - 9;374
Dragapult;Slowking;54,17;52 - 44 - 2;98
Dragapult;Alakazam Dudunsparce;53,68;175 - 151 - 4;330
Dragapult;Raging Bolt Ogerpon;52,35;89 - 81 - 3;173
Dragapult;Grimmsnarl Froslass;51,6;97 - 91 - 5;193
Dragapult;Mega Absol Box;50,89;57 - 55 - 1;113
Dragapult;Dragapult;50,0;261 - 261 - 14;536
Dragapult;N's Zoroark;49,46;138 - 141 - 5;284
Dragapult;Rocket's Mewtwo;44,8;155 - 191 - 6;352
Dragapult;Cynthia's Garchomp;38,95;74 - 116 - 7;197
Dragapult;Crustle;27,12;32 - 86 - 3;121
Lucario Hariyama;Crustle;64,71;55 - 30 - 3;88
Lucario Hariyama;N's Zoroark;61,69;161 - 100 - 3;264
Lucario Hariyama;Mega Venusaur;56,67;51 - 39 - 1;91
Lucario Hariyama;Dragapult Dusknoir;56,55;151 - 116 - 3;270
Lucario Hariyama;Mega Absol Box;54,17;39 - 33 - 1;73
Lucario Hariyama;Grimmsnarl Froslass;51,78;102 - 95 - 1;198
Lucario Hariyama;Lucario Hariyama;50,0;188 - 188 - 6;382
Lucario Hariyama;Starmie Froslass;48,68;111 - 117 - 2;230
Lucario Hariyama;Ogerpon Meganium;45,6;88 - 105 - 5;198
Lucario Hariyama;Raging Bolt Ogerpon;44,97;67 - 82 - 0;149
Lucario Hariyama;Dragapult;43,62;164 - 212 - 4;380
Lucario Hariyama;Okidogi Barbaracle;43,55;54 - 70 - 2;126
Lucario Hariyama;Rocket's Honchkrow;42,67;64 - 86 - 1;151
Lucario Hariyama;Dragapult Blaziken;42,65;119 - 160 - 4;283
Lucario Hariyama;Cynthia's Garchomp;42,5;68 - 92 - 0;160
Lucario Hariyama;Alakazam Dudunsparce;41,79;145 - 202 - 4;351
Lucario Hariyama;Rocket's Mewtwo;36,76;100 - 172 - 5;277
Lucario Hariyama;Greninja;36,76;25 - 43 - 1;69
Lucario Hariyama;Festival Lead;35,51;49 - 89 - 1;139
Lucario Hariyama;Slowking;29,47;28 - 67 - 0;95
Alakazam Dudunsparce;Slowking;67,12;49 - 24 - 0;73
Alakazam Dudunsparce;Raging Bolt Ogerpon;66,67;78 - 39 - 2;119
Alakazam Dudunsparce;Mega Venusaur;66,67;48 - 24 - 1;73
Alakazam Dudunsparce;Mega Absol Box;61,04;47 - 30 - 0;77
Alakazam Dudunsparce;Lucario Hariyama;58,21;202 - 145 - 4;351
Alakazam Dudunsparce;Starmie Froslass;58,11;129 - 93 - 2;224
Alakazam Dudunsparce;Greninja;57,97;40 - 29 - 0;69
Alakazam Dudunsparce;N's Zoroark;54,24;128 - 108 - 5;241
Alakazam Dudunsparce;Okidogi Barbaracle;52,67;79 - 71 - 3;153
Alakazam Dudunsparce;Alakazam Dudunsparce;50,0;154 - 154 - 2;310
Alakazam Dudunsparce;Cynthia's Garchomp;50,0;70 - 70 - 1;141
Alakazam Dudunsparce;Crustle;50,0;34 - 34 - 3;71
Alakazam Dudunsparce;Ogerpon Meganium;49,58;119 - 121 - 3;243
Alakazam Dudunsparce;Grimmsnarl Froslass;49,35;76 - 78 - 0;154
Alakazam Dudunsparce;Dragapult Dusknoir;48,34;102 - 109 - 4;215
Alakazam Dudunsparce;Dragapult;46,32;151 - 175 - 4;330
Alakazam Dudunsparce;Dragapult Blaziken;44,98;121 - 148 - 2;271
Alakazam Dudunsparce;Festival Lead;41,22;61 - 87 - 5;153
Alakazam Dudunsparce;Rocket's Honchkrow;32,14;36 - 76 - 7;119
Alakazam Dudunsparce;Rocket's Mewtwo;18,97;48 - 205 - 5;258
Dragapult Blaziken;Mega Venusaur;75,0;54 - 18 - 3;75
Dragapult Blaziken;Festival Lead;65,16;101 - 54 - 1;156
Dragapult Blaziken;Greninja;58,44;45 - 32 - 0;77
Dragapult Blaziken;Rocket's Honchkrow;58,33;70 - 50 - 1;121
Dragapult Blaziken;Ogerpon Meganium;57,76;134 - 98 - 4;236
Dragapult Blaziken;Lucario Hariyama;57,35;160 - 119 - 4;283
Dragapult Blaziken;Raging Bolt Ogerpon;56,2;68 - 53 - 0;121
Dragapult Blaziken;Alakazam Dudunsparce;55,02;148 - 121 - 2;271
Dragapult Blaziken;Dragapult Dusknoir;54,76;115 - 95 - 2;212
Dragapult Blaziken;Okidogi Barbaracle;53,02;79 - 70 - 0;149
Dragapult Blaziken;Slowking;52,11;37 - 34 - 0;71
Dragapult Blaziken;Rocket's Mewtwo;51,57;148 - 139 - 4;291
Dragapult Blaziken;Dragapult Blaziken;50,0;135 - 135 - 6;276
Dragapult Blaziken;Mega Absol Box;49,25;33 - 34 - 1;68
Dragapult Blaziken;Cynthia's Garchomp;47,67;92 - 101 - 0;193
Dragapult Blaziken;Starmie Froslass;47,66;112 - 123 - 4;239
Dragapult Blaziken;N's Zoroark;47,04;119 - 134 - 6;259
Dragapult Blaziken;Dragapult;44,38;162 - 203 - 9;374
Dragapult Blaziken;Grimmsnarl Froslass;42,86;72 - 96 - 0;168
Dragapult Blaziken;Crustle;37,5;33 - 55 - 2;90
N's Zoroark;Dragapult Dusknoir;61,42;121 - 76 - 3;200
N's Zoroark;Rocket's Honchkrow;57,32;47 - 35 - 1;83
N's Zoroark;Mega Absol Box;56,92;37 - 28 - 0;65
N's Zoroark;Starmie Froslass;56,48;109 - 84 - 4;197
N's Zoroark;Slowking;53,03;35 - 31 - 0;66
N's Zoroark;Dragapult Blaziken;52,96;134 - 119 - 6;259
N's Zoroark;Dragapult;50,54;141 - 138 - 5;284
N's Zoroark;N's Zoroark;50,0;116 - 116 - 4;236
N's Zoroark;Raging Bolt Ogerpon;46,02;52 - 61 - 0;113
N's Zoroark;Alakazam Dudunsparce;45,76;108 - 128 - 5;241
N's Zoroark;Grimmsnarl Froslass;44,96;58 - 71 - 1;130
N's Zoroark;Greninja;40,51;32 - 47 - 0;79
N's Zoroark;Okidogi Barbaracle;40,48;34 - 50 - 3;87
N's Zoroark;Cynthia's Garchomp;38,71;48 - 76 - 2;126
N's Zoroark;Rocket's Mewtwo;38,61;78 - 124 - 1;203
N's Zoroark;Lucario Hariyama;38,31;100 - 161 - 3;264
N's Zoroark;Festival Lead;37,74;40 - 66 - 0;106
N's Zoroark;Mega Venusaur;36,67;22 - 38 - 2;62
N's Zoroark;Ogerpon Meganium;32,63;62 - 128 - 3;193
N's Zoroark;Crustle;18,97;11 - 47 - 0;58
Dragapult Dusknoir;Festival Lead;61,11;66 - 42 - 0;108
Dragapult Dusknoir;Rocket's Honchkrow;57,83;48 - 35 - 1;84
Dragapult Dusknoir;Alakazam Dudunsparce;51,66;109 - 102 - 4;215
Dragapult Dusknoir;Dragapult Dusknoir;50,0;123 - 123 - 2;248
Dragapult Dusknoir;Mega Venusaur;50,0;32 - 32 - 0;64
Dragapult Dusknoir;Greninja;49,18;30 - 31 - 0;61
Dragapult Dusknoir;Raging Bolt Ogerpon;47,41;55 - 61 - 0;116
Dragapult Dusknoir;Ogerpon Meganium;46,41;71 - 82 - 1;154
Dragapult Dusknoir;Dragapult Blaziken;45,24;95 - 115 - 2;212
Dragapult Dusknoir;Okidogi Barbaracle;44,44;52 - 65 - 0;117
Dragapult Dusknoir;Starmie Froslass;43,53;74 - 96 - 1;171
Dragapult Dusknoir;Lucario Hariyama;43,45;116 - 151 - 3;270
Dragapult Dusknoir;Grimmsnarl Froslass;40,3;54 - 80 - 1;135
Dragapult Dusknoir;Mega Absol Box;39,44;28 - 43 - 0;71
Dragapult Dusknoir;Crustle;38,78;19 - 30 - 1;50
Dragapult Dusknoir;N's Zoroark;38,58;76 - 121 - 3;200
Dragapult Dusknoir;Dragapult;37,68;107 - 177 - 6;290
Dragapult Dusknoir;Rocket's Mewtwo;36,89;76 - 130 - 2;208
Dragapult Dusknoir;Cynthia's Garchomp;36,7;40 - 69 - 1;110
Dragapult Dusknoir;Slowking;35,06;27 - 50 - 0;77
Rocket's Mewtwo;Alakazam Dudunsparce;81,03;205 - 48 - 5;258
Rocket's Mewtwo;Lucario Hariyama;63,24;172 - 100 - 5;277
Rocket's Mewtwo;Dragapult Dusknoir;63,11;130 - 76 - 2;208
Rocket's Mewtwo;N's Zoroark;61,39;124 - 78 - 1;203
Rocket's Mewtwo;Cynthia's Garchomp;60,14;83 - 55 - 0;138
Rocket's Mewtwo;Mega Venusaur;58,33;28 - 20 - 1;49
Rocket's Mewtwo;Slowking;57,35;39 - 29 - 0;68
Rocket's Mewtwo;Dragapult;55,2;191 - 155 - 6;352
Rocket's Mewtwo;Crustle;53,62;37 - 32 - 0;69
Rocket's Mewtwo;Rocket's Mewtwo;50,0;128 - 128 - 4;260
Rocket's Mewtwo;Mega Absol Box;50,0;30 - 30 - 2;62
Rocket's Mewtwo;Dragapult Blaziken;48,43;139 - 148 - 4;291
Rocket's Mewtwo;Rocket's Honchkrow;46,59;41 - 47 - 2;90
Rocket's Mewtwo;Festival Lead;45,8;60 - 71 - 2;133
Rocket's Mewtwo;Grimmsnarl Froslass;44,65;71 - 88 - 3;162
Rocket's Mewtwo;Greninja;42,65;29 - 39 - 0;68
Rocket's Mewtwo;Raging Bolt Ogerpon;41,74;48 - 67 - 2;117
Rocket's Mewtwo;Okidogi Barbaracle;40,4;40 - 59 - 0;99
Rocket's Mewtwo;Ogerpon Meganium;26,96;55 - 149 - 2;206
Rocket's Mewtwo;Starmie Froslass;26,4;52 - 145 - 0;197
Starmie Froslass;Rocket's Mewtwo;73,6;145 - 52 - 0;197
Starmie Froslass;Crustle;71,88;46 - 18 - 1;65
Starmie Froslass;Mega Venusaur;62,3;38 - 23 - 0;61
Starmie Froslass;Festival Lead;60,78;62 - 40 - 0;102
Starmie Froslass;Rocket's Honchkrow;57,14;48 - 36 - 0;84
Starmie Froslass;Dragapult Dusknoir;56,47;96 - 74 - 1;171
Starmie Froslass;Dragapult Blaziken;52,34;123 - 112 - 4;239
Starmie Froslass;Lucario Hariyama;51,32;117 - 111 - 2;230
Starmie Froslass;Starmie Froslass;50,0;97 - 97 - 0;194
Starmie Froslass;Okidogi Barbaracle;47,19;42 - 47 - 0;89
Starmie Froslass;Mega Absol Box;45,76;27 - 32 - 1;60
Starmie Froslass;Slowking;44,64;25 - 31 - 2;58
Starmie Froslass;Grimmsnarl Froslass;44,52;65 - 81 - 1;147
Starmie Froslass;Dragapult;44,31;113 - 142 - 2;257
Starmie Froslass;N's Zoroark;43,52;84 - 109 - 4;197
Starmie Froslass;Cynthia's Garchomp;43,12;47 - 62 - 0;109
Starmie Froslass;Alakazam Dudunsparce;41,89;93 - 129 - 2;224
Starmie Froslass;Ogerpon Meganium;41,84;59 - 82 - 0;141
Starmie Froslass;Greninja;41,54;27 - 38 - 1;66
Starmie Froslass;Raging Bolt Ogerpon;37,23;35 - 59 - 1;95
Ogerpon Meganium;Cynthia's Garchomp;77,69;94 - 27 - 2;123
Ogerpon Meganium;Rocket's Mewtwo;73,04;149 - 55 - 2;206
Ogerpon Meganium;Grimmsnarl Froslass;69,7;92 - 40 - 2;134
Ogerpon Meganium;N's Zoroark;67,37;128 - 62 - 3;193
Ogerpon Meganium;Slowking;65,15;43 - 23 - 0;66
Ogerpon Meganium;Rocket's Honchkrow;62,67;47 - 28 - 2;77
Ogerpon Meganium;Greninja;61,9;39 - 24 - 0;63
Ogerpon Meganium;Mega Absol Box;59,09;39 - 27 - 1;67
Ogerpon Meganium;Starmie Froslass;58,16;82 - 59 - 0;141
Ogerpon Meganium;Lucario Hariyama;54,4;105 - 88 - 5;198
Ogerpon Meganium;Raging Bolt Ogerpon;53,85;49 - 42 - 3;94
Ogerpon Meganium;Dragapult Dusknoir;53,59;82 - 71 - 1;154
Ogerpon Meganium;Festival Lead;50,94;54 - 52 - 1;107
Ogerpon Meganium;Alakazam Dudunsparce;50,42;121 - 119 - 3;243
Ogerpon Meganium;Ogerpon Meganium;50,0;79 - 79 - 0;158
Ogerpon Meganium;Okidogi Barbaracle;46,43;52 - 60 - 3;115
Ogerpon Meganium;Mega Venusaur;44,23;23 - 29 - 0;52
Ogerpon Meganium;Dragapult;42,28;126 - 172 - 6;304
Ogerpon Meganium;Dragapult Blaziken;42,24;98 - 134 - 4;236
Ogerpon Meganium;Crustle;33,33;23 - 46 - 3;72
Grimmsnarl Froslass;Rocket's Honchkrow;67,69;44 - 21 - 1;66
Grimmsnarl Froslass;Slowking;64,86;24 - 13 - 1;38
Grimmsnarl Froslass;Dragapult Dusknoir;59,7;80 - 54 - 1;135
Grimmsnarl Froslass;Okidogi Barbaracle;58,23;46 - 33 - 1;80
Grimmsnarl Froslass;Dragapult Blaziken;57,14;96 - 72 - 0;168
Grimmsnarl Froslass;Starmie Froslass;55,48;81 - 65 - 1;147
Grimmsnarl Froslass;Rocket's Mewtwo;55,35;88 - 71 - 3;162
Grimmsnarl Froslass;N's Zoroark;55,04;71 - 58 - 1;130
Grimmsnarl Froslass;Mega Venusaur;51,02;25 - 24 - 1;50
Grimmsnarl Froslass;Alakazam Dudunsparce;50,65;78 - 76 - 0;154
Grimmsnarl Froslass;Grimmsnarl Froslass;50,0;42 - 42 - 2;86
Grimmsnarl Froslass;Festival Lead;49,28;34 - 35 - 1;70
Grimmsnarl Froslass;Greninja;48,78;20 - 21 - 0;41
Grimmsnarl Froslass;Dragapult;48,4;91 - 97 - 5;193
Grimmsnarl Froslass;Lucario Hariyama;48,22;95 - 102 - 1;198
Grimmsnarl Froslass;Cynthia's Garchomp;46,36;51 - 59 - 0;110
Grimmsnarl Froslass;Mega Absol Box;42,86;18 - 24 - 1;43
Grimmsnarl Froslass;Raging Bolt Ogerpon;39,19;29 - 45 - 0;74
Grimmsnarl Froslass;Crustle;35,9;14 - 25 - 0;39
Grimmsnarl Froslass;Ogerpon Meganium;30,3;40 - 92 - 2;134
Cynthia's Garchomp;Mega Absol Box;70,83;34 - 14 - 1;49
Cynthia's Garchomp;Dragapult Dusknoir;63,3;69 - 40 - 1;110
Cynthia's Garchomp;N's Zoroark;61,29;76 - 48 - 2;126
Cynthia's Garchomp;Dragapult;61,05;116 - 74 - 7;197
Cynthia's Garchomp;Slowking;61,02;36 - 23 - 0;59
Cynthia's Garchomp;Lucario Hariyama;57,5;92 - 68 - 0;160
Cynthia's Garchomp;Starmie Froslass;56,88;62 - 47 - 0;109
Cynthia's Garchomp;Grimmsnarl Froslass;53,64;59 - 51 - 0;110
Cynthia's Garchomp;Dragapult Blaziken;52,33;101 - 92 - 0;193
Cynthia's Garchomp;Greninja;51,28;20 - 19 - 0;39
Cynthia's Garchomp;Alakazam Dudunsparce;50,0;70 - 70 - 1;141
Cynthia's Garchomp;Cynthia's Garchomp;50,0;45 - 45 - 4;94
Cynthia's Garchomp;Rocket's Honchkrow;47,83;33 - 36 - 1;70
Cynthia's Garchomp;Okidogi Barbaracle;45,71;32 - 38 - 3;73
Cynthia's Garchomp;Raging Bolt Ogerpon;40,66;37 - 54 - 0;91
Cynthia's Garchomp;Rocket's Mewtwo;39,86;55 - 83 - 0;138
Cynthia's Garchomp;Mega Venusaur;38,24;13 - 21 - 0;34
Cynthia's Garchomp;Crustle;36,96;17 - 29 - 0;46
Cynthia's Garchomp;Festival Lead;26,97;24 - 65 - 0;89
Cynthia's Garchomp;Ogerpon Meganium;22,31;27 - 94 - 2;123
Festival Lead;Slowking;79,41;27 - 7 - 2;36
Festival Lead;Mega Venusaur;77,42;24 - 7 - 1;32
Festival Lead;Cynthia's Garchomp;73,03;65 - 24 - 0;89
Festival Lead;Rocket's Honchkrow;65,91;29 - 15 - 1;45
Festival Lead;Lucario Hariyama;64,49;89 - 49 - 1;139
Festival Lead;N's Zoroark;62,26;66 - 40 - 0;106
Festival Lead;Alakazam Dudunsparce;58,78;87 - 61 - 5;153
Festival Lead;Raging Bolt Ogerpon;55,07;38 - 31 - 2;71
Festival Lead;Rocket's Mewtwo;54,2;71 - 60 - 2;133
Festival Lead;Crustle;52,63;30 - 27 - 1;58
Festival Lead;Mega Absol Box;51,72;15 - 14 - 1;30
Festival Lead;Grimmsnarl Froslass;50,72;35 - 34 - 1;70
Festival Lead;Festival Lead;50,0;32 - 32 - 2;66
Festival Lead;Ogerpon Meganium;49,06;52 - 54 - 1;107
Festival Lead;Greninja;42,5;17 - 23 - 0;40
Festival Lead;Dragapult;41,08;76 - 109 - 0;185
Festival Lead;Starmie Froslass;39,22;40 - 62 - 0;102
Festival Lead;Dragapult Dusknoir;38,89;42 - 66 - 0;108
Festival Lead;Dragapult Blaziken;34,84;54 - 101 - 1;156
Festival Lead;Okidogi Barbaracle;31,82;21 - 45 - 1;67
Raging Bolt Ogerpon;Mega Venusaur;80,77;21 - 5 - 1;27
Raging Bolt Ogerpon;Starmie Froslass;62,77;59 - 35 - 1;95
Raging Bolt Ogerpon;Grimmsnarl Froslass;60,81;45 - 29 - 0;74
Raging Bolt Ogerpon;Cynthia's Garchomp;59,34;54 - 37 - 0;91
Raging Bolt Ogerpon;Rocket's Mewtwo;58,26;67 - 48 - 2;117
Raging Bolt Ogerpon;Lucario Hariyama;55,03;82 - 67 - 0;149
Raging Bolt Ogerpon;N's Zoroark;53,98;61 - 52 - 0;113
Raging Bolt Ogerpon;Dragapult Dusknoir;52,59;61 - 55 - 0;116
Raging Bolt Ogerpon;Raging Bolt Ogerpon;50,0;30 - 30 - 0;60
Raging Bolt Ogerpon;Mega Absol Box;50,0;18 - 18 - 0;36
Raging Bolt Ogerpon;Dragapult;47,65;81 - 89 - 3;173
Raging Bolt Ogerpon;Ogerpon Meganium;46,15;42 - 49 - 3;94
Raging Bolt Ogerpon;Festival Lead;44,93;31 - 38 - 2;71
Raging Bolt Ogerpon;Greninja;44,44;20 - 25 - 0;45
Raging Bolt Ogerpon;Dragapult Blaziken;43,8;53 - 68 - 0;121
Raging Bolt Ogerpon;Slowking;41,94;13 - 18 - 0;31
Raging Bolt Ogerpon;Rocket's Honchkrow;39,22;20 - 31 - 1;52
Raging Bolt Ogerpon;Alakazam Dudunsparce;33,33;39 - 78 - 2;119
Raging Bolt Ogerpon;Okidogi Barbaracle;33,33;16 - 32 - 1;49
Raging Bolt Ogerpon;Crustle;28,57;12 - 30 - 1;43
Okidogi Barbaracle;Rocket's Honchkrow;72,0;36 - 14 - 0;50
Okidogi Barbaracle;Mega Venusaur;71,88;23 - 9 - 0;32
Okidogi Barbaracle;Festival Lead;68,18;45 - 21 - 1;67
Okidogi Barbaracle;Raging Bolt Ogerpon;66,67;32 - 16 - 1;49
Okidogi Barbaracle;Mega Absol Box;61,36;27 - 17 - 0;44
Okidogi Barbaracle;Rocket's Mewtwo;59,6;59 - 40 - 0;99
Okidogi Barbaracle;N's Zoroark;59,52;50 - 34 - 3;87
Okidogi Barbaracle;Greninja;58,33;21 - 15 - 0;36
Okidogi Barbaracle;Lucario Hariyama;56,45;70 - 54 - 2;126
Okidogi Barbaracle;Dragapult Dusknoir;55,56;65 - 52 - 0;117
Okidogi Barbaracle;Cynthia's Garchomp;54,29;38 - 32 - 3;73
Okidogi Barbaracle;Ogerpon Meganium;53,57;60 - 52 - 3;115
Okidogi Barbaracle;Starmie Froslass;52,81;47 - 42 - 0;89
Okidogi Barbaracle;Slowking;51,61;16 - 15 - 0;31
Okidogi Barbaracle;Okidogi Barbaracle;50,0;34 - 34 - 2;70
Okidogi Barbaracle;Crustle;48,89;22 - 23 - 0;45
Okidogi Barbaracle;Alakazam Dudunsparce;47,33;71 - 79 - 3;153
Okidogi Barbaracle;Dragapult Blaziken;46,98;70 - 79 - 0;149
Okidogi Barbaracle;Dragapult;44,32;82 - 103 - 4;189
Okidogi Barbaracle;Grimmsnarl Froslass;41,77;33 - 46 - 1;80
Rocket's Honchkrow;Crustle;83,33;30 - 6 - 0;36
Rocket's Honchkrow;Mega Absol Box;77,78;28 - 8 - 0;36
Rocket's Honchkrow;Alakazam Dudunsparce;67,86;76 - 36 - 7;119
Rocket's Honchkrow;Raging Bolt Ogerpon;60,78;31 - 20 - 1;52
Rocket's Honchkrow;Mega Venusaur;58,06;18 - 13 - 0;31
Rocket's Honchkrow;Lucario Hariyama;57,33;86 - 64 - 1;151
Rocket's Honchkrow;Greninja;54,55;18 - 15 - 0;33
Rocket's Honchkrow;Rocket's Mewtwo;53,41;47 - 41 - 2;90
Rocket's Honchkrow;Cynthia's Garchomp;52,17;36 - 33 - 1;70
Rocket's Honchkrow;Rocket's Honchkrow;50,0;21 - 21 - 0;42
Rocket's Honchkrow;Starmie Froslass;42,86;36 - 48 - 0;84
Rocket's Honchkrow;N's Zoroark;42,68;35 - 47 - 1;83
Rocket's Honchkrow;Dragapult Dusknoir;42,17;35 - 48 - 1;84
Rocket's Honchkrow;Dragapult Blaziken;41,67;50 - 70 - 1;121
Rocket's Honchkrow;Dragapult;38,51;62 - 99 - 3;164
Rocket's Honchkrow;Slowking;38,24;13 - 21 - 0;34
Rocket's Honchkrow;Ogerpon Meganium;37,33;28 - 47 - 2;77
Rocket's Honchkrow;Festival Lead;34,09;15 - 29 - 1;45
Rocket's Honchkrow;Grimmsnarl Froslass;32,31;21 - 44 - 1;66
Rocket's Honchkrow;Okidogi Barbaracle;28,0;14 - 36 - 0;50
Mega Absol Box;Dragapult Dusknoir;60,56;43 - 28 - 0;71
Mega Absol Box;Grimmsnarl Froslass;57,14;24 - 18 - 1;43
Mega Absol Box;Greninja;56,25;9 - 7 - 0;16
Mega Absol Box;Starmie Froslass;54,24;32 - 27 - 1;60
Mega Absol Box;Dragapult Blaziken;50,75;34 - 33 - 1;68
Mega Absol Box;Rocket's Mewtwo;50,0;30 - 30 - 2;62
Mega Absol Box;Raging Bolt Ogerpon;50,0;18 - 18 - 0;36
Mega Absol Box;Mega Absol Box;50,0;10 - 10 - 0;20
Mega Absol Box;Crustle;50,0;10 - 10 - 0;20
Mega Absol Box;Dragapult;49,11;55 - 57 - 1;113
Mega Absol Box;Festival Lead;48,28;14 - 15 - 1;30
Mega Absol Box;Slowking;48,28;14 - 15 - 0;29
Mega Absol Box;Mega Venusaur;48,15;13 - 14 - 0;27
Mega Absol Box;Lucario Hariyama;45,83;33 - 39 - 1;73
Mega Absol Box;N's Zoroark;43,08;28 - 37 - 0;65
Mega Absol Box;Ogerpon Meganium;40,91;27 - 39 - 1;67
Mega Absol Box;Alakazam Dudunsparce;38,96;30 - 47 - 0;77
Mega Absol Box;Okidogi Barbaracle;38,64;17 - 27 - 0;44
Mega Absol Box;Cynthia's Garchomp;29,17;14 - 34 - 1;49
Mega Absol Box;Rocket's Honchkrow;22,22;8 - 28 - 0;36
Slowking;Crustle;89,29;25 - 3 - 0;28
Slowking;Lucario Hariyama;70,53;67 - 28 - 0;95
Slowking;Dragapult Dusknoir;64,94;50 - 27 - 0;77
Slowking;Rocket's Honchkrow;61,76;21 - 13 - 0;34
Slowking;Raging Bolt Ogerpon;58,06;18 - 13 - 0;31
Slowking;Starmie Froslass;55,36;31 - 25 - 2;58
Slowking;Mega Absol Box;51,72;15 - 14 - 0;29
Slowking;Slowking;50,0;12 - 12 - 0;24
Slowking;Okidogi Barbaracle;48,39;15 - 16 - 0;31
Slowking;Dragapult Blaziken;47,89;34 - 37 - 0;71
Slowking;N's Zoroark;46,97;31 - 35 - 0;66
Slowking;Dragapult;45,83;44 - 52 - 2;98
Slowking;Mega Venusaur;45,45;10 - 12 - 1;23
Slowking;Rocket's Mewtwo;42,65;29 - 39 - 0;68
Slowking;Greninja;40,0;8 - 12 - 0;20
Slowking;Cynthia's Garchomp;38,98;23 - 36 - 0;59
Slowking;Grimmsnarl Froslass;35,14;13 - 24 - 1;38
Slowking;Ogerpon Meganium;34,85;23 - 43 - 0;66
Slowking;Alakazam Dudunsparce;32,88;24 - 49 - 0;73
Slowking;Festival Lead;20,59;7 - 27 - 2;36
Crustle;N's Zoroark;81,03;47 - 11 - 0;58
Crustle;Dragapult;72,88;86 - 32 - 3;121
Crustle;Raging Bolt Ogerpon;71,43;30 - 12 - 1;43
Crustle;Ogerpon Meganium;66,67;46 - 23 - 3;72
Crustle;Grimmsnarl Froslass;64,1;25 - 14 - 0;39
Crustle;Cynthia's Garchomp;63,04;29 - 17 - 0;46
Crustle;Dragapult Blaziken;62,5;55 - 33 - 2;90
Crustle;Dragapult Dusknoir;61,22;30 - 19 - 1;50
Crustle;Greninja;52,0;13 - 12 - 1;26
Crustle;Okidogi Barbaracle;51,11;23 - 22 - 0;45
Crustle;Alakazam Dudunsparce;50,0;34 - 34 - 3;71
Crustle;Mega Venusaur;50,0;11 - 11 - 0;22
Crustle;Mega Absol Box;50,0;10 - 10 - 0;20
Crustle;Crustle;50,0;9 - 9 - 2;20
Crustle;Festival Lead;47,37;27 - 30 - 1;58
Crustle;Rocket's Mewtwo;46,38;32 - 37 - 0;69
Crustle;Lucario Hariyama;35,29;30 - 55 - 3;88
Crustle;Starmie Froslass;28,12;18 - 46 - 1;65
Crustle;Rocket's Honchkrow;16,67;6 - 30 - 0;36
Crustle;Slowking;10,71;3 - 25 - 0;28
Greninja;Mega Venusaur;70,0;14 - 6 - 0;20
Greninja;Lucario Hariyama;63,24;43 - 25 - 1;69
Greninja;Slowking;60,0;12 - 8 - 0;20
Greninja;N's Zoroark;59,49;47 - 32 - 0;79
Greninja;Starmie Froslass;58,46;38 - 27 - 1;66
Greninja;Festival Lead;57,5;23 - 17 - 0;40
Greninja;Rocket's Mewtwo;57,35;39 - 29 - 0;68
Greninja;Raging Bolt Ogerpon;55,56;25 - 20 - 0;45
Greninja;Grimmsnarl Froslass;51,22;21 - 20 - 0;41
Greninja;Dragapult Dusknoir;50,82;31 - 30 - 0;61
Greninja;Greninja;50,0;12 - 12 - 4;28
Greninja;Cynthia's Garchomp;48,72;19 - 20 - 0;39
Greninja;Crustle;48,0;12 - 13 - 1;26
Greninja;Rocket's Honchkrow;45,45;15 - 18 - 0;33
Greninja;Mega Absol Box;43,75;7 - 9 - 0;16
Greninja;Alakazam Dudunsparce;42,03;29 - 40 - 0;69
Greninja;Okidogi Barbaracle;41,67;15 - 21 - 0;36
Greninja;Dragapult Blaziken;41,56;32 - 45 - 0;77
Greninja;Ogerpon Meganium;38,1;24 - 39 - 0;63
Greninja;Dragapult;35,37;29 - 53 - 3;85
Mega Venusaur;N's Zoroark;63,33;38 - 22 - 2;62
Mega Venusaur;Cynthia's Garchomp;61,76;21 - 13 - 0;34
Mega Venusaur;Ogerpon Meganium;55,77;29 - 23 - 0;52
Mega Venusaur;Slowking;54,55;12 - 10 - 1;23
Mega Venusaur;Mega Absol Box;51,85;14 - 13 - 0;27
Mega Venusaur;Dragapult Dusknoir;50,0;32 - 32 - 0;64
Mega Venusaur;Crustle;50,0;11 - 11 - 0;22
Mega Venusaur;Mega Venusaur;50,0;11 - 11 - 0;22
Mega Venusaur;Grimmsnarl Froslass;48,98;24 - 25 - 1;50
Mega Venusaur;Lucario Hariyama;43,33;39 - 51 - 1;91
Mega Venusaur;Rocket's Honchkrow;41,94;13 - 18 - 0;31
Mega Venusaur;Rocket's Mewtwo;41,67;20 - 28 - 1;49
Mega Venusaur;Starmie Froslass;37,7;23 - 38 - 0;61
