meta;archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url;is_ace_spec
SVI-PFL;Hydreigon Ex;Dunsparce;PAL_156;6;2;3;21;14,3;PAL;;156;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_156_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Ditto;MEW_132;2;1;2;21;9,5;MEW;;132;Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_132_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Fan Rotom;SCR_118;4;2;2;21;9,5;SCR;;118;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Hoothoot;SCR_114;4;4;1;21;4,8;SCR;;114;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_114_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Pidgeot ex;OBF_164;36;2;19;21;90,5;OBF;;164;Double Rare;CStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_164_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Pidgeotto;MEW_17;11;2;10;21;47,6;MEW;;17;Common;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_017_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Dudunsparce;TEF_129;6;2;3;21;14,3;TEF;;129;Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Noctowl;SCR_115;4;4;1;21;4,8;SCR;;115;Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_115_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Darkness Energy;SVE_23;97;7;21;21;100,0;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Psychic Energy;SVE_21;22;3;12;21;57,1;SVE;;21;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Metal Energy;SVE_24;15;2;11;21;52,4;SVE;;24;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_024_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Fighting Energy;SVE_22;1;1;1;21;4,8;SVE;;22;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Grass Energy;SVE_17;4;4;1;21;4,8;SVE;;17;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_017_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Buddy-Buddy Poffin;PRE_101;79;4;21;21;100,0;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Rare Candy;MEG_125;63;4;21;21;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Counter Catcher;PAR_160;29;2;19;21;90,5;PAR;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Earthen Vessel;PRE_106;20;2;19;21;90,5;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Night Stretcher;SFA_61;24;2;19;21;90,5;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Ultra Ball;ASC_213;56;4;19;21;90,5;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Nest Ball;SVI_181;48;4;15;21;71,4;SVI;;181;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Dark Patch;ASR_139;21;2;12;21;57,1;ASR;;139;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_139_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Super Rod;PAL_188;15;4;12;21;57,1;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Tera Orb;SSP_189;8;1;8;21;38,1;SSP;;189;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_189_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Lost Vacuum;CRZ_135;7;1;7;21;33,3;CRZ;;135;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_135_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Hisuian Heavy Ball;ASR_146;6;1;6;21;28,6;ASR;;146;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_146_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Feather Ball;ASR_141;5;1;5;21;23,8;ASR;;141;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_141_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Canceling Cologne;ASR_136;4;1;4;21;19,0;ASR;;136;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_136_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Pal Pad;SSH_172;3;1;3;21;14,3;SSH;;172;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_172_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Switch;MEG_130;5;4;2;21;9,5;MEG;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Energy Switch;MEG_115;2;2;1;21;4,8;MEG;;115;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Mirage Gate;LOR_163;4;4;1;21;4,8;LOR;;163;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_163_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Prime Catcher;PRE_119;1;1;1;21;4,8;PRE;;119;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_119_R_EN_LG.png;Yes
SVI-PFL;Hydreigon Ex;Switch Cart;ASR_154;3;3;1;21;4,8;ASR;;154;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_154_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Unfair Stamp;TWM_165;1;1;1;21;4,8;TWM;;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;Yes
SVI-PFL;Hydreigon Ex;Neo Upper Energy;TEF_162;19;1;19;21;90,5;TEF;;162;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_162_R_EN_LG.png;Yes
SVI-PFL;Hydreigon Ex;Pokémon League Headquarters;OBF_192;11;2;8;21;38,1;OBF;;192;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_192_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Artazon;PAL_171;8;2;7;21;33,3;PAL;;171;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_171_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Gravity Mountain;SSP_177;2;1;2;21;9,5;SSP;;177;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_177_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Area Zero Underdepths;PRE_94;1;1;1;21;4,8;PRE;;94;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_094_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Calamitous Wasteland;PAL_175;1;1;1;21;4,8;PAL;;175;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_175_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;PokéStop;PGO_68;2;2;1;21;4,8;PGO;;68;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PGO/PGO_068_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Boss's Orders;ASC_183;30;2;20;21;95,2;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Iono;PAL_185;46;4;20;21;95,2;PAL;;185;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_185_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Arven;SVI_166;69;4;19;21;90,5;SVI;;166;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Crispin;PRE_105;11;2;10;21;47,6;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Jacq;SVI_175;13;3;6;21;28,6;SVI;;175;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_175_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Professor's Research;PRE_122;6;1;6;21;28,6;PRE;;122;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Brock's Scouting;JTG_146;4;1;4;21;19,0;JTG;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Eri;TEF_146;4;1;4;21;19,0;TEF;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Roseanne's Backup;BRS_148;4;1;4;21;19,0;BRS;;148;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_148_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Xerosic's Machinations;SFA_64;3;1;3;21;14,3;SFA;;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Janine's Secret Art;PRE_112;2;1;2;21;9,5;PRE;;112;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_112_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Miss Fortune Sisters;LOR_164;2;1;2;21;9,5;LOR;;164;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_164_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Professor Turo's Scenario;PRE_121;2;1;2;21;9,5;PRE;;121;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_121_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Thorton;LOR_167;2;1;2;21;9,5;LOR;;167;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_167_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Colress's Experiment;LOR_155;4;4;1;21;4,8;LOR;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_155_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Cyllene;ASR_138;1;1;1;21;4,8;ASR;;138;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_138_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Hilda;WHT_84;2;2;1;21;4,8;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Lillie's Determination;ASC_192;1;1;1;21;4,8;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Roxanne;ASR_150;1;1;1;21;4,8;ASR;;150;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_150_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Counter Gain;ASC_186;28;2;19;21;90,5;ASC;;186;Common;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_186_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Forest Seal Stone;SIT_156;12;1;12;21;57,1;SIT;;156;Holo Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_156_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Technical Machine: Evolution;PAR_178;12;2;10;21;47,6;PAR;;178;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Rescue Board;PRE_126;8;1;8;21;38,1;PRE;;126;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_126_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Binding Mochi;PRE_95;7;1;7;21;33,3;PRE;;95;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_095_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Technical Machine: Devolution;PAR_177;4;1;4;21;19,0;PAR;;177;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Defiance Band;SVI_169;3;1;3;21;14,3;SVI;;169;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_169_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Bravery Charm;PAL_173;2;1;2;21;9,5;PAL;;173;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_R_EN_LG.png;No
SVI-PFL;Hydreigon Ex;Air Balloon;ASC_181;1;1;1;21;4,8;ASC;;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Deino;SSP_117;2;2;1;1;100,0;SSP;;117;Common;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_117_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Fezandipiti ex;ASC_142;1;1;1;1;100,0;ASC;;142;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Gastly;PFL_54;2;2;1;1;100,0;PFL;;54;Common;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_054_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;N's Zorua;JTG_97;2;2;1;1;100,0;JTG;;97;Common;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_097_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Pecharunt ex;SFA_39;1;1;1;1;100,0;SFA;;39;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Yveltal;MEG_88;1;1;1;1;100,0;MEG;;88;Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Haunter;PFL_55;1;1;1;1;100,0;PFL;;55;Uncommon;DStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_055_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Hydreigon ex;SSP_119;2;2;1;1;100,0;SSP;;119;Double Rare;DStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_119_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Mega Gengar ex;PFL_56;2;2;1;1;100,0;PFL;;56;Double Rare;DStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_056_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;N's Zoroark ex;JTG_98;2;2;1;1;100,0;JTG;;98;Double Rare;DStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_098_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Zweilous;SSP_118;1;1;1;1;100,0;SSP;;118;Common;DStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_118_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;N's Reshiram;JTG_116;1;1;1;1;100,0;JTG;;116;Rare;NBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_116_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;N's Zekrom;ASC_155;1;1;1;1;100,0;ASC;;155;Rare;NBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_155_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Darkness Energy;SVE_23;6;6;1;1;100,0;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Buddy-Buddy Poffin;PRE_101;4;4;1;1;100,0;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Energy Switch;MEG_115;1;1;1;1;100,0;MEG;;115;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Night Stretcher;SFA_61;2;2;1;1;100,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Rare Candy;MEG_125;3;3;1;1;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Sacred Ash;DRI_168;1;1;1;1;100,0;DRI;;168;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_168_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Ultra Ball;ASC_213;3;3;1;1;100,0;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Neo Upper Energy;TEF_162;1;1;1;1;100,0;TEF;;162;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_162_R_EN_LG.png;Yes
City Leagues;Hydreigon Mega Gengar;Gravity Mountain;SSP_177;1;1;1;1;100,0;SSP;;177;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_177_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Boss's Orders;ASC_183;2;2;1;1;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Cyrano;SSP_170;1;1;1;1;100,0;SSP;;170;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_170_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Hilda;WHT_84;2;2;1;1;100,0;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Janine's Secret Art;PRE_112;3;3;1;1;100,0;PRE;;112;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_112_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Lillie's Determination;ASC_192;4;4;1;1;100,0;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Rosa's Encouragement;M3_75;2;2;1;1;100,0;M3;;75;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_75_R_JP_LG.png;No
City Leagues;Hydreigon Mega Gengar;Team Rocket's Petrel;ASC_207;3;3;1;1;100,0;ASC;;207;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_207_R_EN_LG.png;No
City Leagues;Hydreigon Mega Gengar;Binding Mochi;PRE_95;2;2;1;1;100,0;PRE;;95;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_095_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Teal Mask Ogerpon ex;TWM_25;3;3;1;1;100,0;TWM;;25;Double Rare;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_025_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Deino;SSP_117;4;4;1;1;100,0;SSP;;117;Common;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_117_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Pecharunt ex;SFA_39;1;1;1;1;100,0;SFA;;39;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Hydreigon ex;SSP_119;2;2;1;1;100,0;SSP;;119;Double Rare;DStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_119_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Zweilous;SSP_118;1;1;1;1;100,0;SSP;;118;Common;DStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_118_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Bloodmoon Ursaluna ex;TWM_141;1;1;1;1;100,0;TWM;;141;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Fan Rotom;SCR_118;2;2;1;1;100,0;SCR;;118;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Hoothoot;SCR_114;3;3;1;1;100,0;SCR;;114;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_114_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Noctowl;SCR_115;3;3;1;1;100,0;SCR;;115;Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_115_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Darkness Energy;SVE_23;3;3;1;1;100,0;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Grass Energy;SVE_17;4;4;1;1;100,0;SVE;;17;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_017_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Metal Energy;SVE_24;2;2;1;1;100,0;SVE;;24;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_024_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Psychic Energy;SVE_21;2;2;1;1;100,0;SVE;;21;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Buddy-Buddy Poffin;PRE_101;4;4;1;1;100,0;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Energy Search;SSH_161;2;2;1;1;100,0;SSH;;161;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_161_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Energy Switch;MEG_115;2;2;1;1;100,0;MEG;;115;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Poké Pad;ASC_198;4;4;1;1;100,0;ASC;;198;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_198_R_EN_LG.png;No
City Leagues;Hydreigon Noctowl;Rare Candy;MEG_125;2;2;1;1;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No
