archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;image_url
Gholdengo Lunatone;Brock's Scouting;Brock's Scouting JTG 146;2;2;1;97;1,0;JTG;;146;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_U_EN_LG.png
Gholdengo Lunatone;Eri;Eri TEF 146;1;1;1;97;1,0;TEF;;146;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_U_EN_LG.png
Gholdengo Lunatone;Hilda;Hilda WHT 84;1;1;1;97;1,0;WHT;;84;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_84_U_EN_LG.png
Gholdengo Lunatone;Legacy Energy;Legacy Energy TWM 167;1;1;1;97;1,0;TWM;;167;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_UR_EN_LG.png
Gholdengo Lunatone;Levincia;Levincia JTG 150;2;2;1;97;1,0;JTG;;150;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_150_U_EN_LG.png
Gholdengo Lunatone;Lightning Energy;Lightning Energy CRZ 155;2;2;1;97;1,0;CRZ;;155;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_155_UR_EN_LG.png
Gholdengo Lunatone;Pal Pad;Pal Pad SVI 182;1;1;1;97;1,0;SVI;;182;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_182_C_EN_LG.png
Gholdengo Lunatone;Scizor;Scizor OBF 141;1;1;1;97;1,0;OBF;;141;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_141_R_EN_LG.png
Gholdengo Lunatone;Scyther;Scyther TEF 1;1;1;1;97;1,0;TEF;;1;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_1_C_EN_LG.png
Gholdengo Lunatone;Unfair Stamp;Unfair Stamp TWM 165;1;1;1;97;1,0;TWM;;165;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_UR_EN_LG.png
Greninja Ex;Boss's Orders;Boss's Orders MEG 114;8;2;7;7;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Greninja Ex;Buddy-Buddy Poffin;Buddy-Buddy Poffin ASC 184;28;4;7;7;100,0;ASC;;184;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_C_EN_LG.png
Greninja Ex;Colress's Tenacity;Colress's Tenacity SFA 57;16;3;7;7;100,0;SFA;;57;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_57_U_EN_LG.png
Greninja Ex;Counter Catcher;Counter Catcher PAR 160;7;1;7;7;100,0;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Greninja Ex;Dusclops;Dusclops SFA 19;7;1;7;7;100,0;SFA;;19;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_19_C_EN_LG.png
Greninja Ex;Dusknoir;Dusknoir SFA 20;7;1;7;7;100,0;SFA;;20;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_20_R_EN_LG.png
Greninja Ex;Duskull;Duskull BRS 60;13;2;7;7;100,0;BRS;;60;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_60_C_EN_LG.png
Greninja Ex;Fezandipiti ex;Fezandipiti ex ASC 142;7;1;7;7;100,0;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Greninja Ex;Froakie;Froakie SCR 39;21;3;7;7;100,0;SCR;;39;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_39_C_EN_LG.png
Greninja Ex;Frogadier;Frogadier TWM 57;13;2;7;7;100,0;TWM;;57;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_57_C_EN_LG.png
Greninja Ex;Grand Tree;Grand Tree SCR 136;7;1;7;7;100,0;SCR;;136;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_136_UR_EN_LG.png
Greninja Ex;Greninja ex;Greninja ex SCR 41;14;2;7;7;100,0;SCR;;41;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_41_D_EN_LG.png
Greninja Ex;Hilda;Hilda WHT 84;17;4;7;7;100,0;WHT;;84;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_84_U_EN_LG.png
Greninja Ex;Ignition Energy;Ignition Energy WHT 86;21;3;7;7;100,0;WHT;;86;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_86_U_EN_LG.png
Greninja Ex;Iono;Iono PAF 80;16;3;7;7;100,0;PAF;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_80_U_EN_LG.png
Greninja Ex;Lillie's Determination;Lillie's Determination MEG 119;26;4;7;7;100,0;MEG;;119;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_U_EN_LG.png
Greninja Ex;Pidgeot ex;Pidgeot ex OBF 164;14;2;7;7;100,0;OBF;;164;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_164_D_EN_LG.png
Greninja Ex;Pidgeotto;Pidgeotto MEW 17;8;2;7;7;100,0;MEW;;17;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_17_C_EN_LG.png
Greninja Ex;Pidgey;Pidgey MEW 16;14;2;7;7;100,0;MEW;;16;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_16_C_EN_LG.png
Greninja Ex;Rare Candy;Rare Candy MEG 125;23;4;7;7;100,0;MEG;;125;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_C_EN_LG.png
Greninja Ex;Ultra Ball;Ultra Ball MEG 131;26;4;7;7;100,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Greninja Ex;Water Energy;Water Energy CRZ 154;33;5;7;7;100,0;CRZ;;154;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_154_UR_EN_LG.png
Greninja Ex;Budew;Budew ASC 16;11;2;6;7;85,7;ASC;;16;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_16_C_EN_LG.png
Greninja Ex;Night Stretcher;Night Stretcher ASC 196;7;2;6;7;85,7;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Greninja Ex;Super Rod;Super Rod PAL 188;6;1;6;7;85,7;PAL;;188;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_C_EN_LG.png
Greninja Ex;Air Balloon;Air Balloon ASC 181;4;1;4;7;57,1;ASC;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_U_EN_LG.png
Greninja Ex;Jamming Tower;Jamming Tower TWM 153;4;1;4;7;57,1;TWM;;153;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_U_EN_LG.png
Greninja Ex;Switch;Switch MEG 130;4;1;4;7;57,1;MEG;;130;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_C_EN_LG.png
Greninja Ex;Exp. Share;Exp. Share SVI 174;3;1;3;7;42,9;SVI;;174;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_174_U_EN_LG.png
Greninja Ex;Nest Ball;Nest Ball SVI 181;3;1;3;7;42,9;SVI;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_U_EN_LG.png
Greninja Ex;Technical Machine: Crisis Punch;Technical Machine: Crisis Punch PAF 90;3;1;3;7;42,9;PAF;;90;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_90_U_EN_LG.png
Greninja Ex;Technical Machine: Devolution;Technical Machine: Devolution PAR 177;3;1;3;7;42,9;PAR;;177;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_U_EN_LG.png
Greninja Ex;Toedscool;Toedscool SCR 17;3;1;3;7;42,9;SCR;;17;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_17_C_EN_LG.png
Greninja Ex;Toedscruel;Toedscruel SCR 18;3;1;3;7;42,9;SCR;;18;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_18_U_EN_LG.png
Greninja Ex;Town Store;Town Store OBF 196;3;1;3;7;42,9;OBF;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_C_EN_LG.png
Greninja Ex;Beach Court;Beach Court SVI 167;2;1;2;7;28,6;SVI;;167;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_167_U_EN_LG.png
Greninja Ex;Klefki;Klefki SSP 128;2;1;2;7;28,6;SSP;;128;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_128_C_EN_LG.png
Greninja Ex;Latias ex;Latias ex SSP 76;2;1;2;7;28,6;SSP;;76;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_76_D_EN_LG.png
Greninja Ex;Team Rocket's Petrel;Team Rocket's Petrel ASC 207;2;1;2;7;28,6;ASC;;207;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_207_U_EN_LG.png
Greninja Ex;Artazon;Artazon PAF 76;1;1;1;7;14,3;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Greninja Ex;Arven;Arven SVI 166;1;1;1;7;14,3;SVI;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_U_EN_LG.png
Greninja Ex;Bloodmoon Ursaluna ex;Bloodmoon Ursaluna ex TWM 141;1;1;1;7;14,3;TWM;;141;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_D_EN_LG.png
Greninja Ex;Brock's Scouting;Brock's Scouting JTG 146;2;2;1;7;14,3;JTG;;146;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_U_EN_LG.png
Greninja Ex;Zoroark;Zoroark FST 171;2;2;1;7;14,3;FST;;171;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/FST/FST_171_U_EN_LG.png
Greninja Ex;Zorua;Zorua FST 170;2;1;1;7;14,3;FST;;170;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/FST/FST_170_C_EN_LG.png
Grimmsnarl Froslass;Air Balloon;Air Balloon ASC 181;31;2;30;30;100,0;ASC;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_U_EN_LG.png
Grimmsnarl Froslass;Arven;Arven SVI 166;120;4;30;30;100,0;SVI;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_U_EN_LG.png
Grimmsnarl Froslass;Boss's Orders;Boss's Orders MEG 114;61;3;30;30;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Grimmsnarl Froslass;Buddy-Buddy Poffin;Buddy-Buddy Poffin ASC 184;54;2;30;30;100,0;ASC;;184;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_C_EN_LG.png
Grimmsnarl Froslass;Counter Catcher;Counter Catcher PAR 160;53;3;30;30;100,0;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Grimmsnarl Froslass;Darkness Energy;Darkness Energy CRZ 158;245;9;30;30;100,0;CRZ;;158;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_158_UR_EN_LG.png
Grimmsnarl Froslass;Froslass;Froslass TWM 53;69;3;30;30;100,0;TWM;;53;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_53_R_EN_LG.png
Grimmsnarl Froslass;Iono;Iono PAF 80;96;4;30;30;100,0;PAF;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_80_U_EN_LG.png
Grimmsnarl Froslass;Lillie's Determination;Lillie's Determination MEG 119;115;4;30;30;100,0;MEG;;119;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_U_EN_LG.png
Grimmsnarl Froslass;Marnie's Grimmsnarl ex;Marnie's Grimmsnarl ex DRI 136;60;2;30;30;100,0;DRI;;136;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_136_D_EN_LG.png
Grimmsnarl Froslass;Marnie's Impidimp;Marnie's Impidimp DRI 134;90;3;30;30;100,0;DRI;;134;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_134_C_EN_LG.png
Grimmsnarl Froslass;Marnie's Morgrem;Marnie's Morgrem DRI 135;60;2;30;30;100,0;DRI;;135;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_135_U_EN_LG.png
Grimmsnarl Froslass;Munkidori;Munkidori ASC 99;113;4;30;30;100,0;ASC;;99;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_99_R_EN_LG.png
Grimmsnarl Froslass;Night Stretcher;Night Stretcher ASC 196;69;3;30;30;100,0;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Grimmsnarl Froslass;Rare Candy;Rare Candy MEG 125;34;2;30;30;100,0;MEG;;125;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_C_EN_LG.png
Grimmsnarl Froslass;Snorunt;Snorunt ASC 46;79;3;30;30;100,0;ASC;;46;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_46_C_EN_LG.png
Grimmsnarl Froslass;Spikemuth Gym;Spikemuth Gym DRI 169;74;3;30;30;100,0;DRI;;169;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_169_U_EN_LG.png
Grimmsnarl Froslass;Technical Machine: Devolution;Technical Machine: Devolution PAR 177;32;2;30;30;100,0;PAR;;177;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_U_EN_LG.png
Grimmsnarl Froslass;Technical Machine: Evolution;Technical Machine: Evolution PAR 178;57;2;30;30;100,0;PAR;;178;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_U_EN_LG.png
Grimmsnarl Froslass;Secret Box;Secret Box TWM 163;29;1;29;30;96,7;TWM;;163;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_UR_EN_LG.png
Grimmsnarl Froslass;Artazon;Artazon PAF 76;29;2;27;30;90,0;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Grimmsnarl Froslass;Nest Ball;Nest Ball SVI 181;34;2;27;30;90,0;SVI;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_U_EN_LG.png
Grimmsnarl Froslass;Bloodmoon Ursaluna ex;Bloodmoon Ursaluna ex TWM 141;24;1;24;30;80,0;TWM;;141;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_D_EN_LG.png
Grimmsnarl Froslass;Ultra Ball;Ultra Ball MEG 131;25;2;24;30;80,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Grimmsnarl Froslass;Super Rod;Super Rod PAL 188;23;1;23;30;76,7;PAL;;188;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_C_EN_LG.png
Grimmsnarl Froslass;Budew;Budew ASC 16;22;2;21;30;70,0;ASC;;16;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_16_C_EN_LG.png
Grimmsnarl Froslass;Yveltal;Yveltal SFA 35;16;2;15;30;50,0;SFA;;35;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_35_U_EN_LG.png
Grimmsnarl Froslass;Psyduck;Psyduck ASC 39;13;1;13;30;43,3;ASC;;39;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_39_C_EN_LG.png
Grimmsnarl Froslass;Energy Search;Energy Search SVI 172;11;1;11;30;36,7;SVI;;172;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_172_C_EN_LG.png
Grimmsnarl Froslass;Shaymin;Shaymin TEF 13;10;1;10;30;33,3;TEF;;13;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_13_U_EN_LG.png
Grimmsnarl Froslass;Tatsugiri;Tatsugiri SVI 62;9;1;9;30;30,0;SVI;;62;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_62_U_EN_LG.png
Grimmsnarl Froslass;Energy Switch;Energy Switch MEG 115;9;2;8;30;26,7;MEG;;115;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_C_EN_LG.png
Grimmsnarl Froslass;Maractus;Maractus SSH 7;4;1;4;30;13,3;SSH;;7;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_7_C_EN_LG.png
Grimmsnarl Froslass;Fezandipiti ex;Fezandipiti ex ASC 142;3;1;3;30;10,0;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Grimmsnarl Froslass;Toedscool;Toedscool SCR 17;3;1;3;30;10,0;SCR;;17;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_17_C_EN_LG.png
Grimmsnarl Froslass;Toedscruel;Toedscruel SCR 18;3;1;3;30;10,0;SCR;;18;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_18_U_EN_LG.png
Grimmsnarl Froslass;Earthen Vessel;Earthen Vessel PAR 163;2;1;2;30;6,7;PAR;;163;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_163_U_EN_LG.png
Grimmsnarl Froslass;Fire Energy;Fire Energy CRZ 153;2;1;2;30;6,7;CRZ;;153;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_153_UR_EN_LG.png
Grimmsnarl Froslass;Iron Bundle;Iron Bundle SSP 55;2;1;2;30;6,7;SSP;;55;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_55_U_EN_LG.png
Grimmsnarl Froslass;Luminous Energy;Luminous Energy PAL 191;2;1;2;30;6,7;PAL;;191;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_191_U_EN_LG.png
Grimmsnarl Froslass;Moltres;Moltres MEW 146;2;1;2;30;6,7;MEW;;146;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_146_R_EN_LG.png
Grimmsnarl Froslass;Pecharunt ex;Pecharunt ex SFA 39;2;1;2;30;6,7;SFA;;39;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_39_D_EN_LG.png
Grimmsnarl Froslass;Team Rocket's Watchtower;Team Rocket's Watchtower ASC 210;2;1;2;30;6,7;ASC;;210;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_U_EN_LG.png
Grimmsnarl Froslass;Enhanced Hammer;Enhanced Hammer TWM 148;1;1;1;30;3,3;TWM;;148;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_U_EN_LG.png
Grimmsnarl Froslass;Pokégear 3.0;Pokégear 3.0 SVI 186;1;1;1;30;3,3;SVI;;186;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_186_C_EN_LG.png
Grimmsnarl Froslass;Professor's Research;Professor's Research PRE 122;1;1;1;30;3,3;PRE;;122;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_C_EN_LG.png
Grimmsnarl Froslass;Switch;Switch MEG 130;1;1;1;30;3,3;MEG;;130;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_C_EN_LG.png
Grimmsnarl Froslass;Technical Machine: Turbo Energize;Technical Machine: Turbo Energize PAR 179;1;1;1;30;3,3;PAR;;179;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_179_U_EN_LG.png
Grimmsnarl Froslass;Tool Scrapper;Tool Scrapper ASC 212;1;1;1;30;3,3;ASC;;212;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_C_EN_LG.png
Grimmsnarl Froslass;Unfair Stamp;Unfair Stamp TWM 165;1;1;1;30;3,3;TWM;;165;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_UR_EN_LG.png
Iron Hands Magneton;Boss's Orders;Boss's Orders MEG 114;15;4;4;4;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Iron Hands Magneton;Carmine;Carmine TWM 145;16;4;4;4;100,0;TWM;;145;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_145_U_EN_LG.png
Iron Hands Magneton;Electric Generator;Electric Generator SVI 170;16;4;4;4;100,0;SVI;;170;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_170_U_EN_LG.png
Iron Hands Magneton;Fezandipiti ex;Fezandipiti ex ASC 142;4;1;4;4;100,0;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Iron Hands Magneton;Iron Bundle;Iron Bundle SSP 55;4;1;4;4;100,0;SSP;;55;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_55_U_EN_LG.png
Iron Hands Magneton;Iron Hands ex;Iron Hands ex PAR 70;8;2;4;4;100,0;PAR;;70;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_70_D_EN_LG.png
Iron Hands Magneton;Latias ex;Latias ex SSP 76;4;1;4;4;100,0;SSP;;76;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_76_D_EN_LG.png
Iron Hands Magneton;Lightning Energy;Lightning Energy CRZ 155;58;15;4;4;100,0;CRZ;;155;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_155_UR_EN_LG.png
Iron Hands Magneton;Magnemite;Magnemite MEG 45;8;2;4;4;100,0;MEG;;45;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_45_C_EN_LG.png
Iron Hands Magneton;Magneton;Magneton MEG 46;8;2;4;4;100,0;MEG;;46;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_46_C_EN_LG.png
Iron Hands Magneton;Mew ex;Mew ex MEW 151;4;1;4;4;100,0;MEW;;151;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_151_D_EN_LG.png
Iron Hands Magneton;Miraidon ex;Miraidon ex ASC 73;7;2;4;4;100,0;ASC;;73;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_73_D_EN_LG.png
Iron Hands Magneton;Nest Ball;Nest Ball SVI 181;16;4;4;4;100,0;SVI;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_U_EN_LG.png
Iron Hands Magneton;Prime Catcher;Prime Catcher TEF 157;4;1;4;4;100,0;TEF;;157;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_157_UR_EN_LG.png
Iron Hands Magneton;Professor's Research;Professor's Research PRE 122;14;4;4;4;100,0;PRE;;122;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_C_EN_LG.png
Iron Hands Magneton;Squawkabilly ex;Squawkabilly ex PAF 75;8;2;4;4;100,0;PAF;;75;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_75_D_EN_LG.png
Iron Hands Magneton;Super Rod;Super Rod PAL 188;5;2;4;4;100,0;PAL;;188;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_C_EN_LG.png
Iron Hands Magneton;Switch;Switch MEG 130;4;1;4;4;100,0;MEG;;130;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_C_EN_LG.png
Iron Hands Magneton;Ultra Ball;Ultra Ball MEG 131;16;4;4;4;100,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Iron Hands Magneton;Zekrom ex;Zekrom ex BLK 34;4;1;4;4;100,0;BLK;;34;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_34_D_EN_LG.png
Iron Hands Magneton;Bloodmoon Ursaluna ex;Bloodmoon Ursaluna ex TWM 141;3;1;3;4;75,0;TWM;;141;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_D_EN_LG.png
